CODIGO;DESCRICAO;  CUSTO   
301730; AZUL LAM GLADIADOR(P2766)  4/38 ; 51,14 
301731; AZUL LAM RETÍCULA GLADIADOR(AM)  4/39 ; 24,47 
301732; OURO LAM GLADIADOR(AM)   145 ; 31,89 
301733; AZUL EXTERNO VENCEDOR(P286) ; 30,67 
301734; ROSA 191 LAMINACAO ;
301735; VERMELHO LAM PE BRANCO 185-C  200 ; 31,56 
301736; CINZA LAM WARM GRAY 5 -C  ; 19,77 
301738; AMARELO EXTERNO VENCEDOR(P116) ; 26,37 
301739; VERMELHO MONO LAM 191-C ; 85,29 
301740; LARANJA LAM PRINCESA-C (P166) ; 28,39 
301741; VERMELHO MONO EXTERNO 180-C ; 25,46 
301742; VZ CORREÇÃO COF ; 13,66 
301743; PRETO MONO CROMIA EXTERNO 40%-C ; 22,74 
301744; AZUL LAM BIRBO (P3005) ; 26,35 
301745; VERDE MONO LAM 7728-C ; 24,92 
301746; LILAS MONO LAM  2617-C  27/25 ; 60,36 
301747; AZUL LAM GUABI (P281) ; 24,73 
301748; VERDE LAM GUABI (P7488) ; 24,62 
301749; LILAS MONO EXTERNO KIMBERLY(P2655) ; 30,82 
301750; AMARELO LAM  EXCELLENCE(P124) ; 27,26 
301751; LILAS MONO LAM KAZUU DOG-C(AM) ; 28,50 
301752; MARROM MONO EXTERNO 7568-C ; 28,70 
301753; LILAS LAM SUPRA SOY (P268) ; 33,98 
301754; LARANJA MONO LAM D'TALIA (P021) ; 27,15 
301755; AZUL RESISTÊNCIA QUÍMICA 2728-C ; 32,31 
301756; ROSA RESISTÊNCIA QUÍMICA 219-C ; 35,77 
301757; ROSA RESISTÊNCIA QUÍMICA 2415-C ; 36,72 
301758; VERDE RESISTÊNCIA QUÍMICA 382-C ; 28,12 
301759; AZUL NUCLEUS EXT (P300) ; 29,04 
301760; OURO MONO EXTERNO PLUS VITA-C (AM) ; 33,22 
301761; VERMELHO MONO EXTERNO PLUS VITA-C (AM) ; 27,81 
301762; OURO MEU BIJU PARBO EXTERNO ; 26,76 
301763; CINZA MONO EXTERNO COOL GRAY 6-C ; 17,51 
301764; LILAS MONO LAM 676-C  ; 28,77 
301765; ROSA MONO EXTERNO KOTEX(P219) ; 25,84 
301766; ROSA MONO EXTERNO KOTEX(P224) ; 34,52 
301767; VERDE MONO LAM 366-C ; 20,64 
301768; OCRE MONO EXTERNO 7501-C ; 19,56 
301769; AZUL MONO LAM CALDÃO (P3005) ; 27,57 
301770; BRANCO HUBER FRONTAL UNI - H7FB6394 ; 20,86 
301771; LARANJA LAM TIO JOÃO(P151) ; 27,89 
301772; VERDE MONO LAM 7492-C ; 17,26 
301773; VERDE MONO LAM 7489-C ; 21,23 
301774; CINZA MONO EXT 441-C ; 20,00 
301775; CINZA MONO EXTERNO 5517-C ; 20,23 
301776; AZUL LAM TIO JOÃO PARBO(P7704) ; 25,33 
301777; AZUL MONO NAMORADO 1KG (P2935) ; 31,38 
301778; VERMELHO MONO LAM PIZZA D'ITALIA (AM) ; 28,81 
301779; VINHO LAM RESISTÊNCIA MIGRAÇÃO CLARA MILK-C (P1955) ; 69,80 
301780; VERDE LAM CLARA MILK-C (P368) ; 24,97 
301781; MARROM MONO LAM 4635-C ; 24,40 
301782; AZUL MONO LAM INOVE (AM) ; 28,11 
301783; VERMELHO MONO LAM INOVE (AM) ; 28,84 
301784; SALMON LAM TIO JOÃO(AM)  5/37 ; 21,36 
301785; SALMON LAM + VITA (P162) ; 21,76 
301786; VERMELHO MONO EXTERNO 2029-C ; 23,85 
301787; AZUL MONO LAM SAÚDE (AM) ; 24,52 
301788; VINHO MONO LAM 7421-C  27 ; 28,85 
301789; LILAS LAM PULLMAN(P2577) ; 23,99 
301790; LILAS MONO EXTERNO PLENITUD-C (P252) ; 25,49 
301791; VERMELHO EXTERNO BIMBO-C (P1795) ; 28,30 
301793; VERDE METAL EXTERNO 360-C ; 21,34 
301794; MARROM MONO EXTERNO 7631-C ; 30,53 
301795; MARROM MONO EXTERNO 161-C ; 27,70 
301796; AMARELO MONO EXTERNO 7508-C ; 20,05 
301797; VERDE MONO EXTERNO 553-C ; 24,52 
301798; AMARELO MONO EXTERNO 108-C ; 22,71 
301799; VERDE MONO EXTERNO 629-C ; 18,85 
301800; VERDE MONO EXTERNO 7710-C ; 18,09 
301801; MARROM MONO EXTERNO 7601-C ; 28,53 
301802; ROSA MONO LAM 218-C 28/26 ; 18,64 
301803; VERDE MONO LAM 561-C ; 21,60 
301804; LARANJA MONO LAM 1385-C  151 ; 29,16 
301805; LARANJA MONO LAM  150-C  1/4 ; 20,82 
301806; AMARELO MONO EXTERNO BIMBO(P116) ; 31,00 
301807; VERMELHO EXTERNO BREMIL-C ; 30,33 
301808; AZUL LAM GIRANDO SOL(P3005) ; 24,53 
301809; AZUL LAM REALENGO (P300)  5/23 ; 25,51 
301810; LARANJA LAM REALENGO (P166) ; 27,90 
301811; VERDE MONO LAM 621-C ; 17,75 
301812; VERDE MONO LAM 2248-C  9/21 ; 18,99 
301813; LILAS EXTERNO COELHO (P2655) ; 25,46 
301814; AZUL LAM 12 GRÃOS (P REFLEX ) ; 31,12 
301815; VERMELHO LAM FIEL(P485) ; 29,73 
301816; VIOLETA LAM VIOLET-C ; 57,74 
301817; VERDE MONO LAM 2424-C ; 26,52 
301818; CINZA RESISTÊNCIA QUÍMICA COOL GRAY 5-C ; 22,72 
301819; LARANJA LAM PRINCESA INTEGRAL-C ; 2.839,26 
301820; AZUL LAM GRAN CÃO BIFINHO-C ; 1.999,44 
301821; OCRE MONO LAM 456-C  23/4 ; 20,01 
301822; AZUL LAM CHAP URBANO (P660) ; 25,21 
301823; AZUL LAM RETICULA URBANO(P2766) ; 33,99 
301824; VERMELHO LAM URBANO POLIDO-C ; 28,09 
301825; LARANJA LAM NO PONTO (P152) ; 26,46 
301826; AZUL LAM NO PONTO (P282) ; 39,13 
301827; VERDE MONO LAM 573-C ; 20,39 
301828; VERDE MONO LAM 568-C  12/36 ; 25,53 
301829; AZUL MONO EXTERNO ARROZ SANTOS-C ; 27,76 
301830; LILAS MONO EXTERNO 227-C ; 21,38 
301831; LARANJA EXTERNO SUPRA OVINOS-C ; 27,76 
301832; VERDE MONO LAM 568-C ; 20,39 
301833; AZUL LAM WISIUM PIGMENTADO(P7699) ; 18,04 
301834; ROSA EXT SUPREME (P224) ; 21,25 
301835; VERDE MONO EXTERNO 2427-C ; 29,27 
301836; AZUL LAM BELA DICA (P281) ; 39,34 
301837; VERMELHO LAM BELA DICA (P186) ; 31,99 
301838; AMARELO LAM TIO JOÃO PARBO ; 24,49 
301839; AZUL EXT HUGGIES TRIPLA (P299) ; 23,91 
301840; AZUL EXT HUGGIES (P280) ; 36,17 
301841; VERDE EXTERNO PRESENCE (P362) ; 24,24 
301842; AZUL MONO LAM QUIMTIA-C (P295) ; 23,35 
301843; LARANJA MONO EXTERNO 7413-C ; 30,32 
301844; VERDE RES QUIMICA 361(RETÍCULA)-C ; 25,53 
301845; VERDE EXTERNO LINHA DO CAMPO FRANGO(P363) ; 24,41 
301846; AZUL MONO EXTERNO QUINTAL(P284) ; 24,97 
301847; LILAS MONO EXTERNO 519-C ; 23,42 
301848; OURO LAM REI ARTHUR (AM) 13/33 ; 30,56 
301849; VERDE LAM SABOR E VIDA (P3425) ; 22,21 
301850; LARANJA LAM SABOR E VIDA (P144) ; 23,57 
301851; OURO MONO LAM 875-C ; 30,04 
301852; VERDE MONO LAM 330-C ; 26,13 
301853; VERMELHO MONO EXTERNO HUGGIES (P485) ; 30,74 
301854; OCRE MONO LAM 7754-C 18 ; 22,70 
301855; LARANJA MONO EXTERNO 7576-C ; 21,23 
301856; LARANJA MONO LAM BOB DOG(P1505) ;
301857; LILAS MONO LAM BOB DOG(P2655) ; 35,86 
301858; LARANJA LAM CANIMAX MIX(P1595) ; 26,81 
301859; MARROM LAM BOB DOG(P1675) ;
301860; LARANJA LAM SMAX (P021) ; 27,29 
301861; LARANJA MONO EXT 2024-C ; 23,02 
301862; VERDE MONO EXTERNO 5743-C ;  R$-    
301863; AMARELO LAM ONDÃO (P7408)-C ; 30,07 
301864; VERMELHO LAM ONDÃO (P485)-C ; 2.933,32 
301865; VERDE MONO EXT SAL DIANA (P356) ; 26,31 
301866; AZUL EXTERNO HUGGIES (P287) ; 28,95 
301867; LILAS MONO EXT PULLMAN (P2577) ; 23,71 
301868; VINHO LAM FLOR DE LIZ (P202) ; 28,90 
301869; VERDE MONO EXT IN NATURA (P7737) ;  R$-    
301870; AZUL RESISTÊNCIA QUÍMICA 661-C ; 39,09 
301871; AZUL MONO LAM CARIOCA(P287) ; 28,16 
301872; VERDE MONO LAM HE (P348) ; 21,11 
301873; VERDE MONO LAM HE (P354) ; 23,63 
301874; AZUL LAM CORADINI (P2965)  3/38 ; 22,03 
301875; VZ SOBRE IMPRESSÃO FLORESTAL 450-VZ021/DX ; 3,30 
301876; AZUL MONO LAM BAKELS(P281)  4/7 ; 37,30 
301877; AZUL  LAM ALIANÇA (P2757)   28 ; 29,61 
301878; VERMELHO LAM ALIANÇA (P186) ; 26,09 
301879; LARANJA LAM RINTHY (AM) 10 ; 29,25 
301880; AZUL LAM RINTHY (P288) ; 28,21 
301881; AZUL LAM 541-C S/ BRANCO  2/37 ; 28,09 
301882; AMARELO LAM 393-C ;
301883; AZUL LAM ROSBOM(P541) ; 27,48 
301884; VERDE  LAM MAIORAL(P368) 6/8 ; 24,70 
301885; VERDE LAM MAIORAL(P369) 5/2 ; 26,64 
301886; VERMELHO EXTERNO BIMBO(P185) ; 32,54 
301887; VERNIZ CORREÇÃO COF IMPRESSÃO ; 25,95 
301888; VERMELHO LAM BRUSKY (P1795) ; 2.520,48 
301889; AZUL LAM BRUSKY (P541) ; 22,12 
301890; AZUL MONO LAM 662-C  26 ; 41,11 
301891; VERMELHO LAM 7628-C 27/32 ; 23,35 
301892; LARANJA MONO LAM 2024-C ; 25,05 
301893; LARANJA LAM BIJU 8 GRÃOS-C ; 25,99 
301894; AMARELO LAM LUX BRAIN(P123)  ; 25,50 
301895; AZUL LAM BIRBO(P630)   ; 20,45 
301896; LARANJA LAM SMAX (P021) ; 27,70 
301897; VERMELHO MONO LAM 7636-C 123 ; 24,42 
301898; CINZA LAM WARM GRAY 11-C  3/5 ; 22,59 
301899; OCRE MONO LAM 7509-C  7/24 ; 20,97 
301900; VERMELHO LAM 229-C ; 31,82 
301901; AZUL EXTERNO FOLHALEV (P2935) ; 23,29 
301902; BORDO MONO LAM 209-C  27/24 ; 21,18 
301903; VERDE MONO LAM 7484-C ; 22,01 
301904; AMARELO MONO LAM 128-C 122 ; 23,52 
301905; CINZA MONO LAM 5415-C ; 18,50 
301906; AMARELO LAM CORADINI(P137) ; 22,64 
301907; LARANJA LAM CORADINI(P1655) ; 30,91 
301908; AZUL LAM PARBO CORADINI(P2965)  143 ; 24,77 
301909; VERDE LAM CORADINI PARBO(P315) ; 24,21 
301910; OURO LAM PARBO CORADINI-C  14/4 ; 31,12 
301911; AZUL MONO LAM PITTY(P280) ; 30,83 
301912; LILAS LAM LUX BRAIN(P267) 164 ; 35,59 
301913; OURO LAM LUX BRAIN-C ; 30,67 
301914; ROXO MONO EXTERNO 269-C ; 20,69 
301916; VERDE EXTERNO 3275-C ; 28,91 
301917; AZUL EXTERNO ESCURO SAL ZIZO (AM) ; 22,58 
301918; VERDE EXTERNO D-NEO(P356) ; 27,61 
301919; VERDE EXTERNO 3302 C ;
301920; AZUL MONO EXTERNO 2105 C ; 27,54 
301921; MARROM MONO LAM 7587-C ; 26,99 
301922; LARANJA LAM 2349-C ; 28,45 
301923; VERDE EXTERNO 2214-C ; 22,03 
301924; VERDE EXTERNO 5477-C ; 23,00 
301925; AZUL MONO LAM 291-C ; 21,43 
301926; VERDE LAM RINTHY (P355) ; 2.451,35 
301927; VERNIZ FOSCO GECKO 2KP MATE - H0RB0121-B ; 46,38 
301928; AZUL MONO EXTERNO 2195-C ; 26,71 
301929; VERDE MONO LAM 5535-C ; 26,50 
301930; LILAS MONO  LAM 7678-C ; 21,04 
301931; LARANJA LAM  RESISTÊNCIA MIGRACÃO 021-C ; 48,71 
301932; LARANJA LAM RESISTÊNCIA MIGRACÃO 1655-C ; 52,28 
301933; VERMELHO LAM RESISTÊNCIA MIGRACÃO 186-C ; 94,37 
301934; AZUL LAM RESISTÊNCIA MIGRACÃO 287-C ; 38,34 
301935; MARROM EXTERNO 476-C ; 25,45 
301936; VERDE EXTERNO 2271-C ; 27,06 
301937; VERMELHO LAM RESISTÊNCIA MIGRAÇÃO 1805-C ; 81,85 
301938; AZUL LAM RESISTÊNCIA MIGRAÇÃO 281-C ; 39,04 
301939; AMARELO LAM RESISTÊNCIA MIGRAÇÃO 7405-C ; 27,45 
301940; VERMELHO LAM CLARA MILK-C PET ; 27,24 
301941; VINHO LAM CLARA MILK(P1955) PET ; 27,67 
301942; VERDE LAM RESISTÊNCIA MIGRAÇÃO 360-C ;
301943; VERDE MONO LAM 334-C ; 24,62 
301944; AZUL LAM FEIJÃO CARIOCA (P287) ; 26,32 
301945; AZUL EXTERNO 3025-C ; 22,96 
301946; MARROM LAM 174-C 16/33 ; 23,47 
301947; VERNIZ BOND STAR F. LACA OVER PRINT EXTERNO ; 23,48 
301948; OURO LAM BOM NO PRATO (P871)  24/3 ; 30,97 
301949; OCRE MONO EXTERNO 466-C ; 20,11 
301950; AZUL LAM RESISTÊNCIA MIGRAÇÃO REFLEX BLUE-C ; 44,84 
301951; LILAS MONO LAM 259-C  15/27 ; 34,86 
301952; BRANCO GELADEIRA 110-BR160/DX ; 15,82 
301953; VERNIZ ANTI SELAGEM EXTERNO ; 28,83 
301954; LILAS MONO EXTERNO 7442-C ; 29,03 
301955; CINZA MONO EXTERNO COOL GRAY 9-C ; 18,70 
301956; VERDE LAM BOB DOG (P3435) ; 27,17 
301957; VERDE LAM BOB DOG (P355) ; 25,69 
301958; CINZA MONO EXTERNO COOL GRAY 1-C ; 23,46 
301959; VERMELHO LAM RESISTÊNCIA MIGRAÇÃO 185-C ; 83,18 
301961; AZUL EXTERNO 287 VELHOS-C ; 31,86 
301962; CINZA MONO LAM 426-C ; 25,35 
301963; VERMELHO EXTERNO NUCLEOS(P200) ; 28,95 
301964; AZUL LAM SAPECA(P286) CROMIA 4/37 ; 40,56 
301965; AZUL LAM SAPECA(P291) CROMIA 4/36 ; 20,83 
301966; VERDE EXTERNO 2424-C ; 26,58 
301967; VERDE LAM TAEQ (P363) ; 25,34 
301968; OCRE LAM QUALITA(P1255) ; 2.617,85 
301969; CINZA MONO EXTERNO SOCIL (COOL GRAY 4)-C ; 2.216,26 
301970; AZUL EXTERNO RONDOM(P2747) ; 2.388,48 
301971; VERMELHO LAM FLOR DE LIZ(P485)   70 ; 29,40 
301972; VERMELHO EXTERNO NATURE(P1805) ; 28,96 
301973; AZUL MONO EXTERNO 2370-C ; 26,86 
301974; ROSA MONO EXTERNO 225-C ; 42,00 
301975; AMARELO EXTERNO 1375-C ; 27,43 
301976; SALMON MONO LAM 489-C   ; 17,66 
301978; AZUL EXTERNO CLARO SAL ZIZO(AM) ; 26,48 
301979; ROSA MONO EXTERNO 1905-C ; 20,98 
301980; AZUL EXTERNO FARIAS(P287) ; 40,49 
301981; ROSA EXTERNO 226-C CHAPADO ; 23,34 
301982; LARANJA EXTERNO 172-C ; 27,96 
301983; BORDO EXTERNO 208-C ; 24,49 
301984; AZUL EXTERNO LIGHT FORM(P287) ; 36,35 
301985; AZUL MONO LAM 2143-C  1 ; 21,92 
301986; AMARELO EXTERNO BELOVO-C ; 29,40 
301987; VERDE EXTERNO PRESENCE(P367) ; 23,30 
301988; ROSA EXTERNO EVOLUTION(P226) ; 30,52 
301989; LARANJA LAM FRIZZO(P2024) ; 30,67 
301990; AZUL MONO LAM 7462-C ; 20,45 
301991; OCRE MONO LAM 7752-C 1/20 ; 22,91 
301992; AZUL MONO LAM 5395-C  12/4 ; 22,25 
301993; OCRE MONO LAM 7510-C  13/28 ; 22,68 
301994; MARROM MONO LAM 469-C  17/4 ; 36,70 
301995; MARROM EXT SOLIDEZ A LUZ 4975C ; 45,42 
301996; AZUL LAM DMAIS (P280)  4/34 ; 42,79 
301997; MARROM LAM DMAIS (P1815)  17/2 ; 28,58 
301998; MARROM LAM 4995-C   26/35 ; 21,01 
301999; OURO EXTERNO BUTUI-C ; 35,09 
302000; AZUL LAM CATARINÃO (P294) ; 23,30 
302001; LARANJA LAM TIETA (P021) ; 29,26 
302002; LARANJA LAM TIETA CHAPADO (P151) ; 25,73 
302003; VERMELHO LAM 491-C ; 22,52 
302004; AZUL MONO LAM 321-C ; 28,80 
302005; SALMON MONO LAM 475-C  17/9 ; 19,48 
302006; AMARELO EXTERNO  PANUTRI-C ; 23,51 
302007; AZUL LAM VÓ NEUZA (P2935)  18/7 ; 24,97 
302008; AZUL LAM VÓ NEUZA (P287)  4/27 ; 36,83 
302009; VERDE MONO LAM 7737-C   ; 26,83 
302010; AZUL LAM VÔ OLIMPIO (P2935) ; 26,36 
302011; VERDE MONO LAM  2235-C ; 19,48 
302012; OCRE MONO LAM 7407-C  10/3 ; 23,05 
302013; MARROM MONO LAM 4975-C  15/26 ; 27,41 
302014; VERMELHO MONO LAM 201-C 25/9 ; 27,63 
302015; LARANJA LAM RESISTÊNCIA MIGRAÇÃO 173-C ; 21,53 
302016; LARANJA LAM NAMORADO (P021)  8/27 ; 28,82 
302017; AZUL LAM KIFEIJÃO (P072) ; 33,12 
302018; AZUL LAM ARNO (P285) ; 27,60 
302019; LARANJA EXTERNO 7578-C ; 30,75 
302020; OCRE MONO LAM 452-C ; 24,59 
302021; VERDE MONO LAM 3537-C 277 ;  R$-    
302022; SALMON LAM 2015-C ; 19,24 
302023; AMARELO LAM PE BRANCO 1245-C  1/39 ; 22,52 
302024; VERDE EXTERNO RETICULA (P335) ; 22,62 
302025; AZUL MONO LAM 7704-C ; 20,40 
302026; AZUL LAM MAIS FRANGO-C ; 21,57 
302027; OURO LAM OURO BRANCO (P871) ; 26,86 
302028; VERDE LAM GRASP(P336)  10/30 ; 25,09 
302029; VERMELHO LAM BELO RIZZO(P187) ; 26,86 
302030; LARANJA LAM BELO RIZZO(P1655) ; 28,63 
302031; OURO MONO LAM BELO RIZZO-C ; 30,21 
302032; OURO LAM VÔ OLIMPIO (P871) ; 30,59 
302033; OURO LAM LETRA GOLD GRASP-C  24/06 ; 28,83 
302034; VERDE LAM GRASP(P357)  10/22 ; 26,17 
302035; VERDE MONO LAM 3560-C ; 22,35 
302036; VERDE MONO LAM 3405-C ; 23,46 
302037; VERMELHO EXTERNO 7628-C ; 22,03 
302038; VERMELHO LAM RESISTÊNCIA MIGRAÇÃO 7621-C ; 78,20 
302039; AZUL LAM RESISTÊNCIA MIGRAÇÃO 285-C ; 26,66 
302040; VERMELHO LAM GRASP(P1795)  7/8 ; 29,17 
302041; LILAS EXTERNO VITAGRÃO (P2597) ; 39,86 
302042; VERMELHO EXTERNO PANUTRI (P485) ; 23,87 
302043; VERMELHO LAM JOAQUIM (P200) ; 27,28 
302044; VERDE MONO LAM 7747-C ; 20,17 
302045; AMARELO MONO LAM 7499-C 295 ; 21,16 
302046; LARANJA MONO LAM 717-C  73 ; 29,01 
302047; VERDE MONO LAM 570-C   ; 19,19 
302048; VERMELHO MONO LAM 207-C  244 ; 24,67 
302049; MARROM MONO LAM 7631-C  59 ; 24,28 
302050; AMARELO RESISTÊNCIA QUÍMICA AZEITONA CAMPO BELO-C ; 31,48 
302051; AZUL MONO LAM 7708-C ; 24,81 
302052; AZUL MONO LAM 3035-C ; 22,74 
302053; MARROM MONO LAM 476-C 181 ; 27,41 
302054; VERDE MONO AMITA (P377) ; 24,77 
302055; OCRE MONO LAM 616-C ; 18,78 
302056; CINZA LAM COOL GRAY 1-C 19/8 ; 19,56 
302057; VERMELHO LAM SAÚDE(P485) ; 30,87 
302058; BORDO MONO LAM 235-C ; 26,72 
302059; VINHO MONO LAM 220-C ; 27,10 
302060; VERMELHO LAM LOLITA(P187)  23/7 ; 28,13 
302061; VERDE RESISTÊNCIA QUÍMICA LOLITA(P349) ; 30,76 
302062; AZUL LAM BOM NO PRATO(P2935) ; 29,11 
302063; LARANJA MONO LAM 1365-C ; 24,09 
302064; VERDE LAM 349-C ( CROMIA ) ; 27,77 
302065; ROSA MONO LAM 184-C 13/8 ; 21,44 
302066; AZUL MONO LAM 7699-C ; 30,78 
302067; VERDE LAM PAGLIARIN(P350)  10/40 ; 25,38 
302068; VERMELHO MONO LAM 710-C  15/8 ; 25,30 
302069; AZUL LAM BLUE VALLE-C  (AM) 11/8 ; 42,95 
302070; ROSA MONO LAM 7434-C   ; 22,34 
302071; VERMELHO LAM PAGLIARIN(P200)  23/9 ; 29,74 
302073; MARROM EXTERNO ARTESANO (P732) ; 24,74 
302074; OURO LAM NAMORADO INT (P871) ; 28,17 
302075; VERMELHO LAM NAMORADO (P485) ; 23,93 
302077; VERDE MONO LAM 2276-C ; 23,44 
302078; AMARELO LAM BANDA FOODS (P116) ; 23,65 
302079; MARROM MONO LAM 4965-C ;
302080; AZUL MONO LAM 311-C  19/3 ; 19,06 
302081; AMARELO EXTERNO PIONEIRO(P109) ; 27,50 
302082; AZUL LAM AUSTER(P072)   ; 31,84 
302083; AZUL LAM WISIUM(P312) ; 24,85 
302084; VERDE MONO LAM 388-C  44 ; 26,27 
302085; MARROM  LAM SARANDI (P4695)  2/40 ; 23,74 
302086; VERMELHO LAM 2035-C  24/9 ; 28,30 
302087; VERMELHO MONO LAM 2034 -C ; 25,12 
302088; OURO RESISTÊNCIA QUÍMICA AZEITONA-C ; 34,42 
302089; VERDE MONO LAM 5743-C ; 22,08 
302090; VERDE MONO LAM AZEITONA 375-C ; 19,34 
302091; LILAS MONO EXTERNO (P2597) ; 33,56 
302092; AZUL LAM RESISTÊNCIA MIGRAÇÃO 306-C ; 20,49 
302093; LARANJA LAM RESISTÊNCIA MIGRAÇÃO 7579-C ; 49,02 
302094; VERDE MONO LAM 2406-C   ; 22,65 
302095; VERDE MONO LAM 3115-C  11/20 ; 19,69 
302096; VERDE LAM GIRANDO SOL (P368)     20/06 ; 29,50 
302097; AMARELO LAM GIRANDO SOL (P7408) ; 26,15 
302098; VERDE MONO LAM 3268-C  162 ; 22,30 
302099; VERDE MONO LAM 3285-C ; 21,11 
302100; VERDE MONO LAM 329-C 94 ; 25,52 
302101; AZUL MONO EXTERNO 2767-C ; 27,38 
302102; VERMELHO EXTERNO SAL MARÉ(P200) ; 26,02 
302103; VERDE EXTERNO 3268-C ; 20,81 
302104; VERDE EXTERNO 3285-C ; 21,98 
302105; VERDE EXTERNO 329-C ; 24,12 
302106; VERDE MONO LAM 455-C    20/08 ; 29,46 
302107; AZUL MONO EXTERNO 7684-C ; 22,10 
302108; VERDE MONO LAM 7769-C ; 23,08 
302109; VERDE MONO LAM 3385-C  15/09 ; 24,13 
302110; VERMELHO EXTERNO 199-C ; 29,75 
302111; MARROM EXTERNO 7571-C ; 24,71 
302112; MARROM EXTERNO 7582-C ; 23,04 
302113; BRANCO ALCALI RESISTENTE 170-BR002/DX ; 15,57 
302114; PRETO ALCALI RESISTENTE170-PT012/DX ; 15,64 
302115; VZ OVER AJAX 170-VZ025/DX ; 16,90 
302116; PRIMER 450-VZ078/XX ; 19,99 
302117; OURO RESISTÊNCIA QUÍMICA 871-C ; 36,29 
302118; VERDE RESISTÊNCIA QUÍMICA 2276-C ; 23,46 
302119; VERDE RESISTÊNCIA QUÍMICA 5743-C ; 24,53 
302120; AZUL RESISTÊNCIA QUÍMICA 300-C ; 38,49 
302121; VERDE RESISTÊNCIA QUÍMICA 355-C ; 28,88 
302122; VERDE RESISTÊNCIA QUÍMICA 375-C ; 26,93 
302123; VERDE RESISTÊNCIA QUÍMICA 377-C ; 25,66 
302124; VERDE RESISTÊNCIA QUÍMICA 7769-C ; 23,41 
302125; VERMELHO RESISTÊNCIA QUÍMICA 485-C ; 32,55 
302126; AZUL RESISTÊNCIA QUÍMICA 2728-C ; 34,55 
302127; AMARELO RESISTÊNCIA QUÍMICA 600-C ; 22,71 
302128; VERDE RESISTÊNCIA QUÍMICA 349-C ; 32,57 
302129; VERMELHO RES QUIMICA 187-C ; 32,16 
302130; CINZA RESISTÊNCIA QUÍMICA COOL GRAY 1-C ; 20,49 
302131; AZUL LAM LETRA SAFRA(P2728)  26/28 ; 34,76 
302132; AZUL LAM RETÍCULA SAFRA(P280)  26/27 ; 44,84 
302133; AMARELO MONO LAM SAFRA-C  26/29 ; 29,84 
302134; LILAS LAM BIFINHO BULLDOG(P254) ; 23,41 
302135; BEGE MONO LAM 7402-C 11/39 ; 15,75 
302136; AZUL MONO EXTERNO 640-C ; 24,24 
302137; AZUL RESISTÊNCIA QUÍMICA 2955-C ; 39,90 
302138; AZUL RESISTÊNCIA QUÍMICA 2945-C ; 35,34 
302139; VERDE MONO LAM 3165-C  13/01 ; 30,50 
302140; MARROM LAM TROPEIRO(P7631) ; 26,07 
302141; AZUL LAM BOM SABOR(P285) ; 20,68 
302142; AMARELO RESISTÊNCIA QUÍMICA 129-C ; 23,13 
302143; VERMELHO LAM QUATÁ (P485) ; 24,54 
302144; AZUL LAM QUALITA (P287) 19/06 ; 34,64 
302145; VERDE MONO EXTERNO 354-C ; 27,19 
302146; AMARELO LAM PET TIO JOÃO(CROMIA) ; 29,91 
302147; VERDE LAM BIRBO(P375) ; 24,13 
302148; VERDE LAM GIRANDO SOL (P368) RÓTULO ; 30,11 
302149; AZUL MONO LAM 7683-C ; 20,18 
302150; AZUL MONO LAM 2748-C ; 29,38 
302151; OURO RESISTÊNCIA QUÍMICA 872-C ; 37,10 
302152; LARANJA RES QUIMICA 1505-C ; 34,72 
302153; LILÁS RESISTÊNCIA QUÍMICA 248-C ; 50,95 
302154; OURO LAM BOB DOG(P871) ; 33,45 
302155; AZUL LAM BOB DOG(P285)-C ; 21,74 
302156; ROXO MONO LAM 7648-C  2/34 ; 24,08 
302157; SALMON  MONO LAM 1625-C 2/39 ; 18,29 
302158; VERMELHO MONO LAM 1785-C ; 23,98 
302159; LARANJA LAM GRASP (P151) 22/09 ; 31,35 
302160; LARANJA LAM GRASP(P159) ; 31,63 
302161; AZUL LAM RES. MIGRAÇÃO 2995-C ; 19,59 
302162; LARANJA MONO LAM GRASP (P151)    22/09 ; 32,57 
302163; AZUL MONO EXTERNO 7547-C ; 29,58 
302164; MARROM MONO EXTERNO 732-C ; 25,01 
302165; BRANCO BASE ÁGUA ;
302166; AMARELO CROMIA BASE ÁGUA ;
302167; AMARELO 1375-C BASE ÁGUA ;
302168; VERMELHO FARIAS ( 186 ) BASE ÁGUA ;
302169; AZUL FARIAS ( 287 ) BASE ÁGUA ;
302170; PRATA 877-C BASE ÁGUA ;
302171; LARANJA FARIAS ( 1655) BASE ÁGUA ;
302172; VERMELHO LAM SÃO PEDRO (P186) ; 26,96 
302173; VERDE LAM WISIUM (P360) ; 23,91 
302174; CINZA MONO EXTERNO 429-C ; 19,52 
302175; CINZA LAM COOL GRAY 5-C ; 18,01 
302176; MARROM LAM CBS(P4655) ; 26,86 
302177; AZUL LAM SUITEG(P288) ; 28,21 
302178; VERMELHO LAM CALDO DE OURO(P185) ; 24,79 
302179; MARROM MONO LAM 448-C ; 26,08 
302180; AZUL EXTERNO ENDERLE(P7457) ; 31,42 
302181; VERDE EXTERNO ENDERLE(P361) ; 26,42 
302182; VERDE EXTERNO ENDERLE(P357) ; 27,45 
302183; CINZA MONO LAM 7527-C   ; 18,81 
302184; AZUL MONO LAM 2205-C  7/21 ; 20,33 
302185; AMARELO ALCALI RESISTENTE 116-C ; 14,96 
